Canal de Origem,Região,UF,Sexo,Faixa Etária,Ano Abertura,Mês Abertura,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,target_resolvida
Plataforma Web,NE,BA,F,entre 31 a 40 anos,2023.0,8.0,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Não informado,S,RS,M,entre 51 a 60 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Vício de Qualidade,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Não comprei / contratei,N,1
Não informado,SE,MG,M,entre 21 a 30 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança após cancelamento do serviço,Loja física,S,1
Plataforma Web,CO,DF,M,entre 21 a 30 anos,2024.0,4.0,Farmácias,Saúde,"Produtos relacionados a saúde, exceto medicamentos ( próteses, aparelhos corretivos, auxiliares de diagnóstico, produtos óticos, ortopédicos, contraceptivos etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Não comprei / contratei,S,1
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2018.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,"Stand, feiras e eventos",S,1
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2020.0,1.0,Não informado,Demais Produtos,"Utilidades Domésticas e Decoração (para limpeza, cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem etc)",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,0
Plataforma Web,S,SC,M,entre 51 a 60 anos,2020.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Cobrança / Contestação,"Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor",Não comprei / contratei,S,1
Plataforma Web,S,PR,M,entre 41 a 50 anos,2024.0,4.0,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Cobrança indevida por excesso de bagagem,Loja física,S,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2016.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,N,1
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2024.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,N,1
Plataforma Web,S,PR,F,entre 61 a 70 anos,2024.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Loja física,S,1
Plataforma Web,NE,PB,M,entre 21 a 30 anos,2024.0,10.0,Comércio Eletrônico,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Catálogo,S,1
Plataforma Web,SE,RJ,M,entre 21 a 30 anos,2022.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Telefone,S,1
Plataforma Web,N,RO,M,entre 21 a 30 anos,2023.0,7.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,"Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo",Internet,S,1
Plataforma Web,NE,BA,M,entre 31 a 40 anos,2020.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Loja física,S,0
Plataforma Web,SE,MG,M,entre 41 a 50 anos,2017.0,7.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Telefone,S,1
Plataforma Web,S,PR,F,entre 31 a 40 anos,2017.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,1
Plataforma Web,CO,DF,F,entre 31 a 40 anos,2022.0,9.0,Fabricantes - Produtos Alimentícios,Alimentos,Bebidas,Vício de Qualidade,Embalagem danificada / violada,Internet,S,0
Plataforma Web,SE,SP,M,mais de 70 anos,2020.0,1.0,Não informado,Transportes,Aéreo,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,1
Plataforma Web,NE,PE,M,entre 51 a 60 anos,2022.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,1
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2018.0,4.0,Comércio Eletrônico,Produtos de Telefonia e Informática,Aparelho celular,Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,1
Plataforma Web,S,PR,M,entre 61 a 70 anos,2021.0,5.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Atendimento / SAC,SAC - Dificuldadede de contato / acesso,Internet,S,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2024.0,5.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Residencial / Condomínio,Informação,Informações incompletas / inadequadas sobre o serviço,Loja física,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2021.0,6.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por Irregularidade ou defeito na medição,Domicílio,S,0
Plataforma Web,CO,DF,F,entre 21 a 30 anos,2020.0,1.0,Não informado,Serviços Financeiros,Atendimento Bancário,Vício de Qualidade,"Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking",Loja física,N,0
Plataforma Web,S,PR,F,entre 41 a 50 anos,2016.0,3.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Loja física,S,0
Plataforma Web,NE,BA,F,entre 41 a 50 anos,2024.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,SMS / Mensagem de texto,S,0
Plataforma Web,SE,MG,F,entre 51 a 60 anos,2020.0,6.0,Não informado,Produtos de Telefonia e Informática,Aparelho celular,Vício de Qualidade,Falta de peça de reposição,Ganhei de presente,S,0
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2022.0,6.0,Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para cancelar o serviço,Internet,S,0
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2016.0,4.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Informação,Informações incompletas / inadequadas sobre o produto (na oferta ou no manual),Internet,S,1
Plataforma Web,S,PR,M,entre 21 a 30 anos,2018.0,4.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,"Acessórios e periféricos (monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc)",Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Internet,S,0
Plataforma Web,SE,ES,F,entre 31 a 40 anos,2023.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,0
Plataforma Web,CO,MT,F,entre 21 a 30 anos,2017.0,10.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Cobrança / Contestação,Negativação indevida - desconhece motivo e/ou fornecedor,Loja física,N,0
Não identificado,SE,SP,F,entre 51 a 60 anos,2014.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Fixa,Vício de Qualidade,Portabilidade não efetivada,Telefone,S,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2021.0,3.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Vício de Qualidade,Suspensão ou desligamento indevido do serviço,Loja física,S,1
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2022.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Plataforma Web,SE,ES,M,entre 21 a 30 anos,2018.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,1
Plataforma Web,SE,RJ,F,entre 21 a 30 anos,2017.0,3.0,Agências de Viagens,Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para cancelar o serviço,Internet,S,1
Plataforma Web,SE,SP,F,entre 61 a 70 anos,2020.0,6.0,Não informado,Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,1
Não informado,S,RS,F,mais de 70 anos,Não informado,Não informado,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,1
Plataforma Web,S,RS,F,entre 41 a 50 anos,2017.0,3.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,1
Plataforma Web,S,RS,F,entre 31 a 40 anos,2024.0,11.0,Comércio Eletrônico,Demais Produtos,"Material de construção, acabamento e ferramentas",Contrato / Oferta,Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento),Internet,S,1
Não informado,SE,SP,F,entre 41 a 50 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,0
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2021.0,4.0,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,Serviços de entrega / delivery,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Domicílio,S,0
Plataforma Web,NE,PI,F,entre 61 a 70 anos,2022.0,1.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Investimentos / Aplicações / Câmbio / Previdência Privada,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2018.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Internet,S,1
Plataforma Web,NE,PE,M,entre 51 a 60 anos,2023.0,2.0,Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,0
Plataforma Web,SE,ES,F,entre 21 a 30 anos,2024.0,2.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Internet,S,1
Plataforma Web,S,SC,F,entre 61 a 70 anos,2020.0,5.0,Não informado,Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,S,0
Plataforma Web,N,AM,M,entre 21 a 30 anos,2024.0,10.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,0
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2024.0,4.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,S,1
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2024.0,5.0,Empresas de Pagamento Eletrônico,Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,S,0
Plataforma Web,S,RS,M,entre 61 a 70 anos,2017.0,6.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Loja física,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2020.0,5.0,Não informado,Telecomunicações,Internet Móvel,Cobrança / Contestação,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Não comprei / contratei,S,1
Plataforma Web,S,RS,F,entre 31 a 40 anos,2023.0,1.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Prestamista,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Não comprei / contratei,S,0
Não informado,SE,SP,M,até 20 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Não informado,SE,SP,F,entre 31 a 40 anos,Não informado,Não informado,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Entrega do Produto,Produto entregue incompleto / diferente do  pedido,Internet,S,0
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2022.0,3.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,0
Plataforma Web,NE,BA,F,entre 31 a 40 anos,2021.0,4.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Não comprei / contratei,N,1
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2021.0,2.0,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Não comprei / contratei,N,1
Plataforma Web,SE,SP,F,entre 41 a 50 anos,2020.0,5.0,Não informado,Serviços Financeiros,Financiamentos de Veículos / Leasing,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,1
Não informado,N,AM,F,entre 31 a 40 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Loja física,S,1
Plataforma Web,SE,RJ,F,entre 61 a 70 anos,2024.0,11.0,"Vestuário, Calçados e Acessórios",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,NE,SE,M,entre 31 a 40 anos,2023.0,10.0,Energia Elétrica,"Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,"Dificuldade para Conexão de Mini/Microgeração (energia solar, eólica etc)",Não comprei / contratei,S,1
